,FECHA,EMISOR,VALOR,VALOR NOMINAL,PRECIO,NUMERO ACCIONES,VALOR EFECTIVO,PROCEDENCIA
3182,2023-05-16,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.84,11330,9517.2,Q
3183,2023-05-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.92,16982,32605.44,Q
3184,2023-05-16,HOLCIM ECUADOR S.A.,ACCIONES,3,58,3,174,Q
3185,2023-05-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.9,2000,3800,Q
3186,2023-05-16,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,G
3187,2023-05-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,204,399.84,Q
3189,2023-05-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.9,700,1330,Q
3191,2023-05-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.9,1982,3765.8,Q
3193,2023-05-16,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.95,5206,4945.7,G
3195,2023-05-16,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,8000,7200,G
3197,2023-05-16,BEVERAGE BRAND PATENTS SA,ACCIONES,1,45,101,4545,Q
3199,2023-05-16,CORPORACION FAVORITA C.A.,ACCIONES,1,1.93,518,999.74,G
3207,2023-05-16,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
3212,2023-05-16,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,5,490,Q
3213,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,28519,55326.86,G
3214,2023-05-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
3215,2023-05-17,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,590,531,G
3217,2023-05-17,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.99,1000,990,Q
3219,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,2,100,200,Q
3221,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,5000,9750,Q
3223,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,5180,10101,Q
3225,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,9820,19149,Q
3227,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,180,351,Q
3229,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,2200,4290,Q
3233,2023-05-17,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,308,603.68,Q
3239,2023-05-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
3240,2023-05-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,Q
3241,2023-05-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,G
3242,2023-05-17,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.06,110,226.6,Q
3243,2023-05-17,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.1,677,1421.7,Q
3244,2023-05-17,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,5861,12190.88,Q
3245,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.9,19002,36103.8,Q
3246,2023-05-18,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,6185,5257.25,Q
3247,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.9,3599,6838.1,Q
3248,2023-05-18,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.86,7874,6771.64,Q
3249,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,504,982.8,Q
3250,2023-05-18,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.87,1700,1479,Q
3251,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,1745,3402.75,Q
3252,2023-05-18,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.03,7802,8036.06,G
3253,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,755,1472.25,Q
3254,2023-05-18,BANCO PICHINCHA C.A.,ACCIONES,100,80,9,720,Q
3255,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,792,1544.4,Q
3256,2023-05-18,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
3257,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,439,856.05,Q
3259,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,500,975,Q
3261,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,150,292.5,Q
3265,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,2,250,500,Q
3267,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,2500,4900,Q
3269,2023-05-18,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,20000,39200,Q
3271,2023-05-18,CERVECERIA NACIONAL CN S A,ACCIONES,1,55,61,3355,Q
3282,2023-05-18,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,6,588,Q
3283,2023-05-18,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
3285,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,6000,11700,G
3286,2023-05-19,BANCO BOLIVARIANO C.A.,ACCIONES,1,0.95,14640,13908,G
3287,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,2,220,440,G
3288,2023-05-19,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.87,9783,8511.21,Q
3289,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.99,550,1094.5,Q
3290,2023-05-19,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,8102,7291.8,Q
3291,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.98,1000,1980,Q
3292,2023-05-19,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,5000,4500,Q
3293,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.92,10000,19200,Q
3294,2023-05-19,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,3598,3238.2,Q
3295,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,25557,49580.58,Q
3296,2023-05-19,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3297,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.99,167,332.33,Q
3299,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,510,999.6,Q
3301,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,3000,5880,Q
3303,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,4700,9165,Q
3305,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,5793,11354.28,Q
3307,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,25000,48750,Q
3309,2023-05-19,CORPORACION FAVORITA C.A.,ACCIONES,1,1.98,1522,3013.56,Q
3317,2023-05-19,HOLCIM ECUADOR S.A.,ACCIONES,3,55,91,5005,Q
3318,2023-05-22,CORPORACION FAVORITA C.A.,ACCIONES,1,2,250,500,Q
3319,2023-05-22,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.86,461928,397258.08,Q
3320,2023-05-22,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,2243,4373.85,Q
3321,2023-05-22,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.88,60000,52800,Q
3322,2023-05-22,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.98,511,500.78,Q
3323,2023-05-22,VALLE GRANDE FORESTAL,ACCIONES,1,2.82,1773,4999.86,G
3324,2023-05-22,CERVECERIA NACIONAL CN S A,ACCIONES,1,54,139,7506,G
3325,2023-05-22,BANCO PICHINCHA C.A.,ACCIONES,100,85,35,2975,G
3326,2023-05-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3345,2023-05-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
3349,2023-05-22,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,3,300,Q
3350,2023-05-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.92,19000,36480,G
3351,2023-05-23,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.88,4452,3917.76,Q
3352,2023-05-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,100,195,G
3353,2023-05-23,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.87,4047,3520.89,Q
3354,2023-05-23,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.85,34540,29359,G
3355,2023-05-23,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3356,2023-05-23,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,5200,4680,G
3358,2023-05-23,BEVERAGE BRAND PATENTS SA,ACCIONES,1,43,87,3741,Q
3360,2023-05-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2,145,290,Q
3362,2023-05-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2,37,74,Q
3364,2023-05-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,145,284.2,Q
3366,2023-05-23,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,3979,7719.26,Q
3378,2023-05-23,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
3381,2023-05-23,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,3,300,Q
3382,2023-05-23,TECAFORTUNA SA,ACCIONES,1,3.24,3230,10465.2,G
3383,2023-05-23,BANCO PICHINCHA C.A.,ACCIONES,100,80,39,3120,Q
3384,2023-05-23,BANCO PICHINCHA C.A.,ACCIONES,100,80,6,480,Q
3385,2023-05-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,1818,3545.1,Q
3386,2023-05-24,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3387,2023-05-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,7705,14947.7,Q
3389,2023-05-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,4295,8332.3,Q
3391,2023-05-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,168,325.92,Q
3393,2023-05-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.03,245,497.35,Q
3397,2023-05-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,9064,17584.16,Q
3399,2023-05-24,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.85,13000,11050,G
3401,2023-05-24,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.05,621,652.05,Q
3408,2023-05-24,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
3409,2023-05-25,CRIDESA,ACCIONES,1,4.05,2000,8100,Q
3410,2023-05-25,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.03,5125,5278.75,G
3411,2023-05-25,CRIDESA,ACCIONES,1,4.05,3778,15300.9,Q
3412,2023-05-25,BANCO PICHINCHA C.A.,ACCIONES,100,80,360,28800,G
3413,2023-05-25,CRIDESA,ACCIONES,1,4.05,1222,4949.1,Q
3414,2023-05-25,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.94,745,700.3,Q
3415,2023-05-25,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.94,112,105.28,Q
3416,2023-05-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,900,1764,Q
3417,2023-05-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,795,1550.25,Q
3418,2023-05-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,119,232.05,Q
3419,2023-05-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2,1000,2000,Q
3420,2023-05-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,140,274.4,G
3421,2023-05-29,RETRATOREC S.A.,ACCIONES,1,3.91,8956,35017.96,G
3422,2023-05-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,10000,19600,G
3423,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,14000,29120,Q
3424,2023-05-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,414,807.3,Q
3425,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,1000,2080,Q
3426,2023-05-29,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,275,536.25,Q
3427,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,6000,12480,Q
3428,2023-05-29,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.94,10000,9400,Q
3429,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,20000,41600,Q
3430,2023-05-29,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.94,1317,1237.98,Q
3431,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,2000,4160,Q
3432,2023-05-29,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.99,3863,3824.37,Q
3433,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,715,1487.2,Q
3434,2023-05-29,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,24867,22380.3,G
3435,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,15000,31200,Q
3436,2023-05-29,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.86,21484,18476.24,G
3438,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,50000,104000,Q
3439,2023-05-29,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.08,30000,62400,Q
3440,2023-05-29,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3478,2023-05-29,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
3488,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,3638,3638,G
3489,2023-05-30,CERRO ALTO HIGHFOREST S A,ACCIONES,1,14.5,2500,36250,G
3490,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,1000,1000,G
3491,2023-05-30,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,2778,2500.2,Q
3492,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,856,856,G
3493,2023-05-30,BOLSA DE VALORES DE QUITO,ACCIONES,1,2.1,377,791.7,Q
3494,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,2000,2000,Q
3495,2023-05-30,MERIZA,ACCIONES,1,38,1000,38000,G
3496,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,1000,1000,Q
3497,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,819,819,Q
3498,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.02,5000,5100,Q
3499,2023-05-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,2000,1800,Q
3500,2023-05-30,EL TECAL,ACCIONES,1,34,1000,34000,G
3501,2023-05-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2,586,1172,Q
3502,2023-05-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.03,247,501.41,Q
3503,2023-05-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.05,634,1299.7,Q
3504,2023-05-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.05,999,2047.95,Q
3505,2023-05-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2,500,1000,Q
3506,2023-05-30,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.05,525,551.25,Q
3507,2023-05-30,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.65,40150,26097.5,Q
3508,2023-05-31,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.88,5956,5241.28,Q
3509,2023-05-31,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.63,12254,7720.02,Q
3510,2023-05-31,INDUSTRIAS ALES,ACCIONES,1,0.4,1026,410.4,Q
3511,2023-05-31,TECATEAK SA,ACCIONES,1,3.97,975,3870.75,Q
3512,2023-05-31,BANCO BOLIVARIANO C.A.,ACCIONES,1,0.95,10000,9500,G
3513,2023-05-31,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.65,20000,13000,G
3514,2023-05-31,BANCO PICHINCHA C.A.,ACCIONES,100,82,12,984,Q
3515,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,505,979.7,G
3516,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,8202,16075.92,Q
3517,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,3000,5880,Q
3518,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,4233,8212.02,Q
3519,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.97,301,592.97,Q
3520,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,1171,2295.16,Q
3521,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,1411,2737.34,Q
3522,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,5100,9945,Q
3524,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,5645,10951.3,Q
3525,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.9,701,1331.9,Q
3526,2023-05-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.99,1506,2996.94,Q
3527,2023-05-31,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.94,132,124.08,Q
3528,2023-06-01,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.88,104500,91960,Q
3529,2023-06-01,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,2278,2050.2,Q
3530,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,219,424.86,Q
3531,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,1500,2925,Q
3534,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,1000,1950,Q
3535,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,400,780,Q
3536,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,2.03,200,406,Q
3538,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,2.03,93,188.79,Q
3539,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,5000,9700,Q
3540,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,26000,50440,Q
3541,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,2,490,980,Q
3542,2023-06-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,200,390,G
3543,2023-06-01,CERVECERIA NACIONAL CN S A,ACCIONES,1,60,8,480,Q
3544,2023-06-01,CERVECERIA NACIONAL CN S A,ACCIONES,1,58,13,754,Q
3545,2023-06-02,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,2932,2638.8,Q
3546,2023-06-02,CERVECERIA NACIONAL CN S A,ACCIONES,1,58,8,464,G
3547,2023-06-02,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,768,691.2,Q
3548,2023-06-02,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.65,29000,18850,G
3549,2023-06-02,BRIKAPITAL SA,ACCIONES,1000,750,5,3750,Q
3550,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,93,181.35,G
3551,2023-06-02,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,1050,945,G
3552,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,100,196,G
3553,2023-06-02,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,1115,1003.5,G
3554,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,160,312,G
3555,2023-06-02,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.03,238555,245711.65,Q
3556,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,865,1686.75,G
3557,2023-06-02,TECAFORTUNA SA,ACCIONES,1,3.24,2686,8702.64,G
3558,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,3022,5923.12,Q
3559,2023-06-02,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3560,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,1975,3871,Q
3562,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,184,360.64,Q
3564,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,2838,5562.48,Q
3566,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,1112,2179.52,Q
3568,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,432,838.08,Q
3570,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,30300,59085,Q
3572,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,1047,2052.12,Q
3574,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,255,497.25,Q
3576,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,245,477.75,Q
3578,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,5000,9750,Q
3579,2023-06-02,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,3,300,Q
3580,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,15000,29250,Q
3582,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,185,360.75,Q
3584,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,200,390,Q
3586,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,2,500,1000,Q
3588,2023-06-02,CORPORACION FAVORITA C.A.,ACCIONES,1,2.05,232,475.6,Q
3596,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,1047,2052.12,Q
3597,2023-06-05,BANCO BOLIVARIANO C.A.,ACCIONES,1,1,1156,1156,G
3598,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,1300,2535,Q
3599,2023-06-05,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.88,5238,4609.44,Q
3600,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,2700,5265,Q
3601,2023-06-05,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3602,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.96,416,815.36,Q
3604,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,2.05,50,102.5,Q
3606,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,4039,7835.66,Q
3610,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,6161,11952.34,Q
3612,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,1534,2991.3,Q
3614,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,2000,3880,Q
3616,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,13001,25221.94,Q
3618,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,9200,17848,Q
3620,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,2,500,1000,Q
3622,2023-06-05,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,3560,6906.4,G
3624,2023-06-05,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,1976,1976,Q
3626,2023-06-05,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.93,8457,7865.01,Q
3629,2023-06-05,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
3630,2023-06-05,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,3,300,Q
3631,2023-06-06,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.92,1087,1000.04,Q
3632,2023-06-06,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.86,2000000,1720000,Q
3633,2023-06-06,INVERSANCARLOS,ACCIONES,1,2.15,100000,215000,Q
3634,2023-06-06,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,3388,2879.8,Q
3635,2023-06-06,BEVERAGE BRAND PATENTS SA,ACCIONES,1,43,51,2193,Q
3636,2023-06-06,BANCO PICHINCHA C.A.,ACCIONES,100,75,4,300,Q
3637,2023-06-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.98,2020,3999.6,Q
3638,2023-06-06,HOLCIM ECUADOR S.A.,ACCIONES,3,55,17,935,Q
3639,2023-06-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,4953,9658.35,Q
3640,2023-06-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,3172,6153.68,Q
3641,2023-06-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,9887,19180.78,Q
3642,2023-06-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.9,3750,7125,Q
3643,2023-06-06,LA VANGUARDIA FORESTAL,ACCIONES,1,2.29,27054,61953.66,G
3644,2023-06-06,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,2400,4680,G
3645,2023-06-07,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.03,2000,2060,G
3646,2023-06-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,1100,2134,Q
3647,2023-06-07,HOLCIM ECUADOR S.A.,ACCIONES,3,52,50,2600,Q
3648,2023-06-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,121,235.95,Q
3649,2023-06-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.95,465,906.75,Q
3650,2023-06-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,1005,1949.7,Q
3651,2023-06-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,5100,9894,Q
3652,2023-06-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.94,5150,9991,Q
3653,2023-06-07,BEVERAGE BRAND PATENTS SA,ACCIONES,1,42,15,630,Q
3654,2023-06-07,BEVERAGE BRAND PATENTS SA,ACCIONES,1,35,2000,70000,Q
3655,2023-06-07,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,3486,3137.4,Q
3656,2023-06-08,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
3657,2023-06-08,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,743,668.7,Q
3659,2023-06-08,BANCO GUAYAQUIL S.A.,ACCIONES,1,0.9,5403,4862.7,Q
3661,2023-06-08,INVERSANCARLOS,ACCIONES,1,2.15,4993,10734.95,Q
3662,2023-06-08,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
3665,2023-06-08,INVERSANCARLOS,ACCIONES,1,2.15,4992,10732.8,Q
